FULL_ADDRESS,Middle_School,High_School,UNITCOUNT,ZIP5,CITY,STATE,STATUS,ADDRESS_TYPE,OBJECTID,Longitude,Latitude
1319 N BARTON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3166,-77.08819775699999,38.88850722900003
1319 N PIERCE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3172,-77.07642995399993,38.88996213400003
1319 FORT MYER DR,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3182,-77.07417432799997,38.88994845000008
1320 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3197,-77.08747577299994,38.888562861000025
1320 N CLEVELAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3198,-77.08970215499994,38.88872364800005
1320 N COURTHOUSE RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3199,-77.08472827099996,38.88899164600008
1320 N OAK ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3204,-77.07373724399997,38.88991917000004
1320 N PIERCE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3205,-77.07690025399995,38.88999793000005
1320 N VEITCH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3210,-77.08546272599995,38.88885275600006
1320 N WAYNE ST,Dorothy Hamm Middle School,Yorktown High School,32.0,22201,ARLINGTON,VA,VERIFIED,Standard,3211,-77.08654332799995,38.888675216000024
1320 FORT MYER DR,Dorothy Hamm Middle School,Yorktown High School,16.0,22209,ARLINGTON,VA,VERIFIED,Standard,3215,-77.07541476299997,38.89020702200003
1321 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,32.0,22201,ARLINGTON,VA,VERIFIED,Standard,3218,-77.08710027199999,38.88862889100005
1321 N BARTON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3219,-77.08820433999995,38.88856192700007
1322 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3232,-77.08748235599995,38.88861753200007
1322 N CLEVELAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3233,-77.08970837599998,38.888773591000074
1322 FORT MYER DR,Dorothy Hamm Middle School,Yorktown High School,15.0,22209,ARLINGTON,VA,VERIFIED,Standard,3239,-77.07514542299998,38.89022014900007
1323 N BARTON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3241,-77.08821092399995,38.888616598000056
1324 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3250,-77.08748893899997,38.888672202000066
1324 N CLEVELAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3251,-77.08971420499995,38.88882383200007
1325 N BARTON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3263,-77.08821750799996,38.88867126800005
1325 WILSON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3277,-77.07277141699996,38.89511268100006
1326 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3278,-77.08749552299997,38.88872687300005
1326 N CLEVELAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3279,-77.08972017699995,38.888872124000045
1326 N OAK ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3281,-77.07374954099998,38.88998286300006
1327 N BARTON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3286,-77.08822409199996,38.88872593900004
1328 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3294,-77.08750210599999,38.88878154400004
1328 N CLEVELAND ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3295,-77.08972606499998,38.888924727000074
1329 N BARTON ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3302,-77.08823079399997,38.888781737000045
1330 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3323,-77.08750880699995,38.88883737000003
1332 N OAK ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3337,-77.07375795799999,38.89005257800005
1333 N COURTHOUSE RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3341,-77.08334647299995,38.888909193000075
1336 N ODE ST,Dorothy Hamm Middle School,Yorktown High School,18.0,22209,ARLINGTON,VA,VERIFIED,Standard,3350,-77.07597037899995,38.89020557600003
1345 N COURTHOUSE RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3375,-77.08352665799998,38.889389427000026
1361 N ADAMS CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3398,-77.08683687899997,38.88874723500004
1400 12th ST N,Dorothy Hamm Middle School,Yorktown High School,14.0,22209,ARLINGTON,VA,VERIFIED,Standard,3430,-77.07254415099999,38.88807999900007
1400 14th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3431,-77.07303077899996,38.88985742600005
1400 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3445,-77.07167898499995,38.89034484300004
1400 N ROOSEVELT ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3448,-77.15473767099996,38.88103213900007
1400 N SYCAMORE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3449,-77.15564975899997,38.88097277900005
1400 N TUCKAHOE ST,Williamsburg Middle School,Yorktown High School,1.0,22046,FALLS CHURCH,VA,VERIFIED,Standard,3450,-77.15661278499994,38.881020152000076
1400 N UHLE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3451,-77.08490205099997,38.88978457800005
1400 KEY BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3466,-77.07349296199999,38.89614160600007
1400 WILSON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3468,-77.07342032699995,38.89437638100003
1401 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3479,-77.07229499599998,38.890299635000076
1401 N OAK ST,Dorothy Hamm Middle School,Yorktown High School,42.0,22209,ARLINGTON,VA,VERIFIED,Standard,3482,-77.07289720199998,38.89043612800003
1401 N RHODES ST,Dorothy Hamm Middle School,Yorktown High School,35.0,22209,ARLINGTON,VA,VERIFIED,Standard,3485,-77.07864568999997,38.89055265200005
1401 N SYCAMORE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3486,-77.15510669599996,38.881019147000075
1401 N TAFT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3487,-77.08143264999995,38.88948918400007
1401 N TUCKAHOE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3488,-77.15625315999995,38.88091237900005
1401 WILSON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3502,-77.07358928399998,38.89554059300008
1402 12th ST N,Dorothy Hamm Middle School,Yorktown High School,8.0,22209,ARLINGTON,VA,VERIFIED,Standard,3503,-77.07277003899998,38.888062423000065
1402 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3508,-77.07168233599998,38.890409498000054
1403 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3515,-77.07230779499997,38.89035743100004
1404 12th ST N,Dorothy Hamm Middle School,Yorktown High School,12.0,22209,ARLINGTON,VA,VERIFIED,Standard,3520,-77.07299419799995,38.88804345300008
1404 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3526,-77.07168568199995,38.890472644000056
1404 N ROOSEVELT ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3528,-77.15475408099996,38.881187477000026
1404 N SYCAMORE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3529,-77.15565749299998,38.88112252600007
1404 N TUCKAHOE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3530,-77.15670328399995,38.88112188800005
1405 N SYCAMORE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3551,-77.15510985199995,38.881148824000036
1405 N TUCKAHOE ST,Williamsburg Middle School,Yorktown High School,1.0,22205,ARLINGTON,VA,VERIFIED,Standard,3552,-77.15626962399995,38.881064999000046
1406 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3572,-77.07168905899994,38.890537739000024
1408 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3603,-77.07325571399997,38.88803644200004
1408 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3613,-77.07169348299993,38.890627918000064
1410 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3645,-77.07325167399995,38.88797809400006
1410 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3654,-77.07169672899994,38.890692545000036
1410 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3657,-77.07855169199996,38.890941345000044
1410 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3658,-77.08052668499994,38.889562021000074
1411 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3677,-77.07238333499998,38.89058901800007
1412 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3685,-77.07322467399996,38.887851667000064
1412 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3693,-77.07169996199997,38.89075607400008
1412 N ROLFE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3696,-77.08021670899996,38.89053320800008
1413 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3714,-77.07240695299998,38.890648757000065
1414 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3726,-77.07327853499999,38.88784825700003
1414 N MEADE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3737,-77.07170327199998,38.89082100300004
1415 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3757,-77.07241922899993,38.890706382000076
1415 N OAK ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3758,-77.07295221399994,38.890850079000074
1415 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3760,-77.07804813499996,38.89106379300006
1415 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3761,-77.08049950899994,38.89040454000008
1415 N TAFT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3762,-77.08158802599996,38.89055543300003
1416 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3773,-77.07333759499994,38.88784491000007
1417 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3794,-77.07243057899996,38.89076459900008
1417 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3795,-77.07794443299997,38.89107143500007
1417 N RHODES ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3796,-77.07889677699995,38.89081714300005
1418 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,3806,-77.07340354799999,38.88784299300005
1418 N RHODES ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3813,-77.07942347299996,38.890835071000026
1419 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3824,-77.07787293699994,38.891142357000035
1419 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3825,-77.08050782799995,38.89045291700006
1421 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3857,-77.07787868499997,38.89117246300003
1423 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,11.0,22209,ARLINGTON,VA,VERIFIED,Standard,3875,-77.07228204499995,38.891149933000065
1423 N RHODES ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3877,-77.07891513499999,38.89095466800006
1423 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3878,-77.08051389199994,38.890501623000034
1424 12th ST N 1,Dorothy Hamm Middle School,Yorktown High School,5.0,22209,ARLINGTON,VA,VERIFIED,Standard,3881,-77.07363470499996,38.888016331000074
1425 N COURTHOUSE RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3886,-77.08325526199997,38.89013652300008
1425 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,7.0,22209,ARLINGTON,VA,VERIFIED,Standard,3889,-77.07229214999995,38.891328990000034
1427 N NASH ST,Dorothy Hamm Middle School,Yorktown High School,12.0,22209,ARLINGTON,VA,VERIFIED,Standard,3899,-77.07232241699995,38.89152427300007
1427 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3901,-77.08051992099996,38.890550301000076
1428 12th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3903,-77.07386365499997,38.887947164000025
1431 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3918,-77.08052630099996,38.89059901100006
1435 N COURTHOUSE RD,Dorothy Hamm Middle School,Yorktown High School,1.0,22201,ARLINGTON,VA,VERIFIED,Standard,3926,-77.08329646899995,38.890368022000075
1435 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3927,-77.08052419799998,38.89064846900004
1439 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3936,-77.08053078799998,38.890697181000064
1443 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3945,-77.08054269399997,38.89074543600003
1447 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3952,-77.08054889799996,38.89079414400004
1450 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3960,-77.07858090499997,38.89107362000004
1451 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3961,-77.08055541899995,38.890842828000075
1452 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3965,-77.07858859999999,38.89112863400004
1454 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3968,-77.07859475499998,38.89117264500004
1455 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3969,-77.08056200999994,38.89089151300004
1456 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3972,-77.07859739799994,38.89121661400003
1458 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3975,-77.07860355299994,38.891260626000076
1459 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3976,-77.08056807499997,38.89094019100003
1460 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3983,-77.07860973599998,38.891303264000044
1462 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3985,-77.07861586399997,38.891348649000065
1463 N SCOTT ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3986,-77.08057406299997,38.89098914400006
1464 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3988,-77.07862201999995,38.891392660000065
1466 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3989,-77.07862820299994,38.89143529900008
1468 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3990,-77.07863435799999,38.89147931000008
1470 N QUINN ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,3993,-77.07864194399997,38.891539815000044
1500 12th ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4020,-77.07414848699995,38.88787019000006
1500 22nd ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4021,-77.07541909199995,38.899829100000034
1500 N COLONIAL CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4023,-77.07453487199996,38.897262289000025
1500 N COLONIAL TER,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4024,-77.07583338899997,38.89692577500006
1500 ARLINGTON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4057,-77.07408531699997,38.89083459500006
1500 CLARENDON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4058,-77.07400813999999,38.89414631400007
1500 WILSON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4061,-77.07449297399995,38.894502431000035
1501 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,4062,-77.07435655399996,38.88832850700004
1501 22nd ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4063,-77.07547439299998,38.90018711500005
1501 N COLONIAL CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4064,-77.07456221899997,38.89756606000003
1501 N COLONIAL TER D,Dorothy Hamm Middle School,Yorktown High School,6.0,22209,ARLINGTON,VA,VERIFIED,Standard,4065,-77.07574324099994,38.896487482000055
1501 N PIERCE ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4077,-77.07610946899996,38.89139790000007
1501 N RHODES ST,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4081,-77.07887409699998,38.89108403200004
1501 KEY BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4097,-77.07419106699996,38.89652629200003
1501 WILSON BLVD,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4101,-77.07410954999995,38.89517704300005
1502 22nd ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4102,-77.07548709499997,38.899832451000066
1502 N COLONIAL CT,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4104,-77.07461227099998,38.89725773600003
1502 N COLONIAL TER,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4105,-77.07577300999998,38.896936796000034
1503 12th ST N,Dorothy Hamm Middle School,Yorktown High School,2.0,22209,ARLINGTON,VA,VERIFIED,Standard,4113,-77.07441144599994,38.88835460200005
1503 22nd ST N,Dorothy Hamm Middle School,Yorktown High School,1.0,22209,ARLINGTON,VA,VERIFIED,Standard,4114,-77.07555154299996,38.90019354200007
